レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
1,,1,,,,,サンライズジャッジ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,サンセットロード,,牡,3,7,1,17,京都,D,1900,良,12,8,未勝利,39.3,後方,3,12,27,阪神,D,1800,稍,5,8,新馬,38.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,レグラヴィエール,,牡,3,8,1,10,京都,T,2400,良,15,16,未勝利,37.2,後方,4,12,14,阪神,T,2000,良,6,6,新馬,35.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,トーレス,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,ブクブクー,,牡,3,6,1,25,京都,D,1800,良,6,10,未勝利,37.1,後方,2,1,11,京都,D,1400,良,12,9,未勝利,39.9,中団,11,10,26,東京,T,1400,稍,14,10,新馬,35.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,アメリカンイズム,,牡,3,13,12,7,中京,D,1800,良,7,1,未勝利*,39.3,中団,3,11,16,京都,D,1800,良,2,1,新馬,37.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,ピエナオルカ,,牡,3,3,2,14,京都,D,1900,稍,5,2,未勝利,38.1,先行,3,1,25,京都,D,1900,良,3,6,未勝利,38.9,先行,3,1,4,京都,D,1800,良,9,3,未勝利,39.9,中団,3,12,13,阪神,D,1800,良,3,3,未勝利*,38.6,先行,3,11,23,京都,D,1800,良,3,5,未勝利*,38.5,差し,22
5,,8,,,,,ジャッキーバローズ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,ショーンバローズ,,牡,3,2,2,21,阪神,D,1800,良,4,13,未勝利,38.0,先行,2,2,7,京都,D,1800,良,5,9,未勝利,40.7,後方,10,11,29,京都,D,1800,良,7,9,未勝利*,41.1,中団,2,11,15,京都,D,1400,良,10,8,未勝利*,38.8,中団,2,11,2,京都,D,1400,稍,5,9,新馬,38.9,先行,初
6,,10,,,,,タイセイサーブル,,牡,3,2,2,21,阪神,D,1800,良,6,6,新馬,38.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,ストロングボーイ,,牡,3,8,1,12,京都,D,1800,良,9,8,新馬,38.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,イロゴルシ,,牡,3,2,2,21,阪神,T,2400,良,11,9,未勝利,38.0,後方,17,10,26,京都,T,2000,稍,7,8,未勝利*,36.5,後方,2,10,13,東京,T,1800,良,10,8,新馬,35.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,マイカラー,,牡,3,11,12,21,中京,D,1800,稍,8,4,未勝利*,39.9,中団,2,12,7,中京,D,1800,良,5,7,未勝利*,39.1,先行,9,10,4,京都,D,1400,重,10,7,新馬,37.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,ワザオギ,,牡,3,16,11,16,京都,D,1800,良,3,5,新馬,37.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010604,2026.3.8,日,阪神,1阪6,4,,未勝利,ダート,1400,,2,良,曇,16,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,コパノルーカス,,牡,3,2,2,22,阪神,D,1200,良,10,9,未勝利,37.1,後方,2,2,8,小倉,D,1700,良,12,14,未勝利,41.2,後方,15,10,25,京都,D,1800,良,8,9,未勝利*,39.5,先行,2,10,11,京都,D,1800,良,5,7,未勝利*,38.0,後方,2,9,27,阪神,D,1400,良,8,12,未勝利*,39.2,後方,5
1,B,2,,,,,アニマレイ,,牡,3,4,2,7,京都,D,1400,良,2,1,未勝利,37.2,先行,2,1,25,小倉,D,1700,良,3,2,未勝利,38.3,先行,2,1,11,京都,D,1400,良,6,3,未勝利,39.2,先行,連,1,4,京都,D,1400,良,5,1,未勝利,38.5,先行,19,8,24,札幌,T,1500,良,3,3,未勝利*,35.5,先行,2
2,,3,,,,,タイムレスラブ,,牝,3,11,12,21,阪神,D,1800,稍,11,12,未勝利*,44.1,後方,2,12,7,阪神,D,1400,良,12,16,未勝利*,39.3,後方,3,11,15,京都,D,1400,良,7,9,未勝利*,37.6,後方,2,11,2,京都,D,1400,稍,10,6,新馬,37.9,後方,初,,,,,,,,,,,,
2,,4,,,,,テイエムテンジン,,牡,3,2,2,22,阪神,D,1800,良,9,8,未勝利,40.4,先行,7,1,4,京都,D,1800,良,12,11,未勝利,41.4,ﾏｸﾘ,3,12,14,中京,D,1800,稍,4,9,新馬,39.0,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,サンライズジョー,,牡,3,7,1,17,中山,D,1800,良,10,8,新馬,41.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,リヴァイ,,牡,3,2,2,21,阪神,T,1600,良,7,3,未勝利,34.8,中団,11,12,7,中京,T,1400,良,6,3,新馬,33.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ルーポ,,牡,3,2,2,21,東京,D,1600,良,2,1,新馬,37.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,マリノムーンリーフ,,牝,3,2,2,21,小倉,D,1000,良,9,8,未勝利,37.0,中団,5,1,18,京都,D,1200,良,6,6,未勝利・牝,37.2,中団,8,11,22,京都,D,1200,良,10,4,未勝利・牝*,36.8,後方,2,11,8,福島,T,1200,良,6,5,新馬,36.0,先行,初,,,,,,,,,,,,
5,,9,,,,,ソロンゴ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ワイドシャッフエン,,牝,3,3,2,14,京都,D,1400,稍,5,12,未勝利,38.6,中団,2,1,31,京都,D,1400,良,5,9,未勝利,37.7,中団,2,1,18,京都,D,1200,良,9,15,未勝利・牝,37.6,中団,11,11,1,東京,D,1400,不,8,9,新馬,37.5,中団,初,,,,,,,,,,,,
6,,11,,,,,エボニードール,,牝,3,2,2,21,小倉,T,1200,良,9,9,未勝利・牝,35.2,中団,10,12,13,阪神,T,1200,良,9,7,未勝利*,34.4,後方,3,11,22,京都,D,1200,良,11,6,未勝利・牝*,37.3,中団,8,9,27,阪神,D,1400,良,7,6,未勝利*,40.2,先行,2,9,14,阪神,D,1400,良,4,4,未勝利・牝*,38.8,先行,5
6,,12,,,,,タイキフォルティス,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,トモジャカトゥーラ,,牝,3,3,2,12,名古,D,1500,稍,3,3,名古屋,----,先行,5,1,11,京都,D,1800,良,11,11,新馬・牝,41.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ハギノギフテッド,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ドナカサミエント,,牝,3,3,2,15,小倉,T,1200,稍,17,15,未勝利,36.6,中団,4,1,17,京都,D,1400,良,12,13,新馬・牝,39.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,モンスエ,,牡,3,8,1,11,京都,D,1400,良,5,6,未勝利,38.1,中団,10,11,1,京都,D,1200,不,9,3,未勝利*,37.2,先行,3,10,12,東京,D,1300,良,5,5,新馬,38.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010605,2026.3.8,日,阪神,1阪6,5,,1勝,ダート,1800,,4,良,曇,16,12:10,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,リーチグローリー,,牝,3,3,2,14,京都,D,1800,稍,1,2,未勝利・牝,39.3,先行,3,1,24,京都,D,1800,良,2,7,未勝利・牝,37.8,差し,11,11,8,京都,D,1800,良,6,5,未勝利・牝*,38.7,中団,2,10,26,京都,D,1800,重,6,9,新馬,37.3,後方,初,,,,,,,,,,,,
1,,2,,,,,シャフメラン,,牝,3,6,1,24,京都,D,1800,良,1,2,未勝利・牝,37.8,先行,3,1,5,京都,D,1800,良,4,2,未勝利・牝,37.9,差し,4,12,7,阪神,D,1800,良,3,4,新馬,37.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ルージュビバーチェ,,牝,3,9,1,5,京都,D,1800,良,1,6,未勝利・牝,37.7,先行,5,11,30,京都,T,1800,良,5,6,未勝利*,36.0,中団,7,10,11,京都,T,1400,良,7,7,新馬・牝,34.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ジュワネング,,牝,3,5,2,1,東京,D,1600,良,1,1,未勝利・牝,37.9,先行,8,12,7,中山,D,1800,良,3,4,新馬,38.5,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,マヴィ,,牝,3,17,11,9,東京,D,1400,稍,15,12,オキザリ･1勝,40.9,先行,14,8,3,中京,D,1800,良,1,3,新馬,39.5,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,,,,,アーネストアイズ,,牝,3,2,2,22,阪神,D,1800,良,1,3,未勝利・牝,38.0,先行,4,1,24,京都,D,1800,良,6,6,未勝利・牝,38.4,中団,13,10,26,京都,D,1800,重,4,1,未勝利・牝*,39.0,先行,3,10,5,京都,D,1800,重,3,5,新馬,37.4,差し,初,,,,,,,,,,,,
4,,7,,,,,デールエルバハリ,,牝,3,9,1,5,京都,D,1800,良,9,11,１勝ｸﾗｽ*,38.7,中団,3,12,14,中山,D,1800,稍,10,15,１勝ｸﾗｽ*,38.9,後方,13,9,13,中山,D,1800,不,1,2,未勝利・牝*,38.5,差し,2,8,30,札幌,D,1700,重,7,8,新馬,37.4,後方,初,,,,,,,,,,,,
4,,8,,,,,ペンダント,,牝,3,3,2,14,小倉,D,1700,良,1,1,未勝利・牝,38.5,先行,10,12,7,阪神,D,1800,良,2,1,未勝利・牝*,37.1,先行,3,11,16,京都,D,1400,良,2,2,未勝利・牝*,37.0,差し,12,8,24,新潟,T,1600,良,4,2,新馬・牝,33.8,差し,初,,,,,,,,,,,,
5,,9,,,,,キタノファーンヒル,,牝,3,8,1,14,園田,D,1870,良,1,3,多紀連,----,逃げ,8,11,15,福島,D,1700,良,9,12,未勝利*,38.4,中団,8,9,20,阪神,D,1200,良,6,10,新馬,37.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,エスティヴァリス,,牝,3,12,12,13,中京,T,1400,良,11,10,つわぶき･1勝,35.8,中団,2,11,30,京都,T,1600,良,9,5,白菊賞･1勝*,37.2,先行,11,9,15,阪神,T,1600,良,1,4,未勝利・牝*,33.4,逃げ,4,8,17,中京,T,1600,良,3,3,新馬,34.2,先行,初,,,,,,,,,,,,
6,,11,,,,,シュネルアンジュ,,牝,3,5,1,31,京都,D,1800,良,5,4,１勝ｸﾗｽ*,36.8,中団,10,11,23,京都,D,1800,良,1,2,新馬・牝,37.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,メイショウコマチ,,牝,3,11,12,20,阪神,D,1800,良,1,4,新馬,36.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,グラシアムヘール,,牝,3,5,2,1,京都,D,1800,良,1,3,未勝利・牝,37.0,差し,14,10,26,京都,T,1800,稍,7,2,新馬,34.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,14,,,,,ノーブルクラウド,,牝,3,8,1,11,中山,D,1800,良,1,4,未勝利・牝,39.1,先行,3,12,20,中山,D,1800,良,5,11,未勝利・牝*,40.0,後方,3,11,30,東京,D,1600,良,5,13,新馬,38.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,エイコーンドリーム,,牝,3,2,2,21,阪神,D,1800,良,1,2,新馬,37.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,クイーンズドリーム,,牝,3,8,1,10,京都,D,1800,良,1,2,未勝利・牝,37.8,先行,4,12,14,中京,D,1800,稍,4,4,未勝利・牝*,39.8,差し,11,9,28,阪神,D,1800,良,6,3,新馬,38.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010606,2026.3.8,日,阪神,1阪6,6,,1勝,ダート,2000,,4,良,晴,16,12:40,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,タイセイカイザー,,牡,4,13,12,6,中京,D,1900,良,9,5,１勝ｸﾗｽ,38.0,後方,3,11,15,京都,D,1800,良,8,5,１勝ｸﾗｽ,37.2,後方,14,8,10,中京,D,1900,良,4,3,１勝ｸﾗｽ,37.5,差し,13,5,11,東京,D,2100,稍,外,--,１勝ｸﾗｽ*,----,,3,4,20,中山,D,1800,良,11,5,１勝ｸﾗｽ*,38.4,後方,3
2,,2,,,,,ワールドキッス,,牡,4,2,2,22,阪神,D,1800,良,7,9,１勝ｸﾗｽ,39.2,後方,36,6,15,阪神,D,1800,重,12,4,１勝ｸﾗｽ,38.7,後方,3,5,25,京都,D,1900,不,1,7,未勝利,37.7,ﾏｸﾘ,連,5,17,京都,T,1800,不,13,6,未勝利,35.5,後方,22,12,15,中京,T,1600,良,11,5,未勝利*,36.4,中団,3
3,B,3,,,,,オメガドライヴ,,セ,4,2,2,22,阪神,D,1800,良,10,13,１勝ｸﾗｽ,40.2,後方,9,12,20,阪神,D,1800,良,15,12,１勝ｸﾗｽ,40.1,後方,2,12,6,阪神,D,1800,良,10,12,１勝ｸﾗｽ,37.7,後方,19,7,26,札幌,D,1700,良,13,9,１勝ｸﾗｽ,42.1,後方,19,3,15,中山,D,1800,稍,12,11,１勝ｸﾗｽ*,39.7,後方,3
4,,4,,,,,シドニーホバート,,牡,4,3,2,15,小倉,D,2400,稍,9,4,１勝ｸﾗｽ,40.8,逃げ,3,1,24,小倉,D,2400,良,3,3,１勝ｸﾗｽ,38.3,逃げ,10,11,15,福島,D,2400,良,9,4,１勝ｸﾗｽ,41.4,中団,2,11,2,京都,D,1800,稍,12,7,１勝ｸﾗｽ,40.0,逃げ,3,10,11,東京,T,2000,良,8,5,１勝ｸﾗｽ,35.3,中団,11
5,,5,,,,,ニヒトツーゼーア,,牡,4,3,2,15,小倉,D,2400,稍,6,1,１勝ｸﾗｽ,39.0,中団,3,1,24,小倉,D,2400,良,2,2,１勝ｸﾗｽ,38.0,先行,5,12,20,中京,D,1900,稍,6,3,１勝ｸﾗｽ,37.8,中団,14,9,14,阪神,D,2000,良,3,8,１勝ｸﾗｽ,38.6,差し,3,8,23,中京,D,1800,良,2,6,１勝ｸﾗｽ,38.1,追込,10
6,,6,,,,,シーリュウシー,,牡,5,連,2,28,小倉,T,2600,稍,16,13,脊振山特･1勝,38.9,後方,2,2,15,小倉,D,2400,稍,7,8,１勝ｸﾗｽ,39.4,中団,13,11,15,福島,D,2400,良,7,7,１勝ｸﾗｽ,39.6,後方,4,10,19,新潟,D,2500,重,2,6,１勝ｸﾗｽ,38.2,追込,8,8,23,札幌,D,2400,稍,7,4,１勝ｸﾗｽ,39.9,中団,3
7,,7,,,,,メイショウピリカ,,牝,4,4,2,7,小倉,T,2000,稍,9,10,１勝ｸﾗｽ・牝,36.4,中団,4,1,11,京都,T,2000,良,7,14,１勝ｸﾗｽ,34.6,中団,2,12,27,阪神,T,1800,良,13,8,１勝ｸﾗｽ,34.5,後方,2,12,14,中京,T,2000,稍,4,13,１勝ｸﾗｽ・牝,34.5,差し,13,9,14,阪神,T,1600,良,14,12,１勝ｸﾗｽ・牝,33.6,後方,3
8,,8,,,,,テンエースワン,,牡,5,7,1,18,京都,D,1900,良,4,7,１勝ｸﾗｽ,37.8,追込,連,1,11,京都,D,1800,良,7,9,１勝ｸﾗｽ,37.6,後方,6,11,30,京都,D,1800,良,9,11,１勝ｸﾗｽ,37.9,中団,16,8,10,中京,D,1900,良,9,6,１勝ｸﾗｽ,39.6,先行,13,5,10,京都,D,1800,重,6,4,１勝ｸﾗｽ,36.1,中団,4
8,,9,,,,,ブルーストレイル,,牡,5,2,2,22,阪神,D,1800,良,5,14,１勝ｸﾗｽ,38.3,後方,2,2,10,京都,D,1800,良,5,9,１勝ｸﾗｽ,39.5,ﾏｸﾘ,連,2,1,京都,D,1800,良,7,8,１勝ｸﾗｽ,37.0,中団,連,1,24,小倉,D,2400,良,7,6,１勝ｸﾗｽ,40.8,後方,2,1,12,京都,D,1900,良,10,15,１勝ｸﾗｽ,38.2,中団,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010607,2026.3.8,日,阪神,1阪6,7,,1勝,芝,2000,A,4,良,晴,16,13:10,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,エレガンシア,,牝,4,4,2,7,小倉,T,2000,稍,7,3,１勝ｸﾗｽ・牝,36.4,中団,8,12,14,中京,T,2000,稍,2,6,１勝ｸﾗｽ・牝,34.4,差し,3,11,22,福島,T,2000,良,7,12,１勝ｸﾗｽ・牝,35.9,先行,13,8,23,札幌,T,1800,稍,外,--,１勝ｸﾗｽ・牝,----,,3,8,3,札幌,T,2000,良,6,7,１勝ｸﾗｽ・牝,35.2,後方,3
2,,2,,,,,イリスレーン,,牝,6,5,1,31,小倉,T,2000,良,16,12,１勝ｸﾗｽ,39.0,逃げ,連,1,25,小倉,T,1800,良,12,9,１勝ｸﾗｽ・牝,37.9,後方,17,9,28,阪神,T,1800,良,9,12,１勝ｸﾗｽ,35.4,先行,3,9,7,札幌,T,1800,稍,7,3,１勝ｸﾗｽ・牝,39.6,先行,2,8,23,札幌,T,1800,稍,2,8,１勝ｸﾗｽ・牝,35.7,先行,4
3,,3,,,,,ワイドモヒート,,牡,5,20,10,18,京都,T,2000,良,8,6,１勝ｸﾗｽ,37.8,先行,4,9,21,阪神,T,2000,良,13,10,１勝ｸﾗｽ,39.6,逃げ,46,11,2,福島,T,1800,稍,10,2,１勝ｸﾗｽ・若,37.5,先行,3,10,14,新潟,T,2000,良,1,4,１勝ｸﾗｽ・若,36.2,逃げ,9,8,11,中京,T,2000,良,12,1,未勝利,37.0,先行,3
4,,4,,,,,ハルフロンティア,,牡,4,2,2,21,小倉,D,1700,良,10,11,１勝ｸﾗｽ,38.7,後方,14,11,15,福島,D,2400,良,12,6,１勝ｸﾗｽ,41.6,後方,10,9,7,札幌,D,1700,稍,3,6,未勝利,38.0,差し,4,8,9,札幌,D,1700,重,4,10,未勝利,39.1,先行,連,8,2,札幌,D,1700,良,3,8,未勝利,37.4,差し,8
5,,5,,,,,アスクコモンタレヴ,,牡,4,4,2,7,京都,T,2400,良,2,1,１勝ｸﾗｽ,33.7,先行,3,1,18,京都,T,2400,良,2,2,１勝ｸﾗｽ,35.5,先行,4,12,21,阪神,T,2200,重,5,1,１勝ｸﾗｽ,36.6,中団,2,12,7,中京,T,2200,良,5,1,栄特別･1勝,34.0,後方,12,9,15,阪神,T,2200,良,1,1,未勝利,34.9,差し,連
6,,6,,,,,ジェルブロア,,牝,4,2,2,21,小倉,T,1800,良,4,4,１勝ｸﾗｽ・牝,35.9,差し,23,9,14,阪神,T,1600,良,7,7,１勝ｸﾗｽ・牝,33.1,中団,2,8,31,新潟,T,2000,良,6,4,１勝ｸﾗｽ・牝,35.4,先行,8,7,5,小倉,T,1800,良,1,3,未勝利,36.2,先行,3,6,14,阪神,T,1600,稍,6,11,未勝利・牝,34.7,中団,初
7,B,7,,,,,ウインポセイドン,,牡,4,3,2,15,小倉,T,2600,稍,10,7,１勝ｸﾗｽ,36.0,先行,30,7,19,函館,T,1800,良,14,8,湯浜特別･1勝,35.8,中団,12,4,27,福島,T,2000,良,1,5,未勝利,34.9,差し,6,3,15,中京,T,2000,良,8,9,未勝利,36.3,中団,3,2,22,小倉,T,1800,良,4,4,未勝利,35.4,差し,5
8,,8,,,,,ビゾー,,牡,4,58,1,26,中京,T,2200,良,1,2,未勝利,35.3,先行,2,1,11,中山,T,2000,良,6,2,新馬,35.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,9,,,,,マイネルビスマルク,,牡,4,2,2,22,小倉,T,2000,良,12,5,１勝ｸﾗｽ,36.5,中団,3,1,31,小倉,T,2000,良,2,9,１勝ｸﾗｽ,35.2,追込,22,8,30,中京,T,2200,良,4,5,未勝利,34.6,差し,2,8,17,中京,T,2000,良,6,2,未勝利,35.1,先行,2,8,2,中京,T,2000,良,2,4,未勝利,34.4,差し,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010608,2026.3.8,日,阪神,1阪6,8,,2勝,ダート,1800,,4,良,晴,16,13:40,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ハッピーダンチャン,,牡,4,3,2,14,京都,D,1900,稍,11,5,２勝ｸﾗｽ,41.9,後方,8,12,20,中山,D,2400,良,11,3,香取特別･2勝,41.1,中団,7,11,1,京都,D,1800,重,15,1,２勝ｸﾗｽ,39.1,先行,3,10,13,京都,D,1900,良,1,1,１勝ｸﾗｽ,38.6,逃げ,6,8,30,中京,D,1800,良,1,6,未勝利,38.0,先行,3
2,,2,,,,,キングロコマイカイ,,牡,7,4,2,8,小倉,D,1700,良,10,16,由布院特･2勝,38.7,後方,2,1,25,小倉,D,1700,良,11,16,響灘特別･2勝,37.3,後方,79,7,20,札幌,T,2000,良,10,11,釧路湿原･2勝,36.1,中団,12,4,28,新潟,D,1800,良,12,7,五泉特別･2勝,37.3,後方,18,12,24,阪神,D,1800,良,10,12,クリスマ･2勝,38.7,後方,11
